Time,y,Fint [0][0], Fint [1][0], Fint [2][0], Fext [0][0], Fext [1][0], Fext [2][0], sigma [0][0],sigma [1][0],sigma [2][0],sigma [0][1],sigma [1][1],sigma [2][1],sigma [0][2],sigma [1][2],sigma [2][2],Loading,
0.0,0.0,7.940994465026587E-23,-2.3120547975290814E-6,7.586023080684662E-6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
1.0,0.0,-6.19779614239561E-25,-5.63475184180494E-8,1.845362498502822E-7,0.0,-2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.25
2.0,-1.5063505998114124E-12,6.127791783492439E-7,-6.691266967850006E-7,1.845362498333539E-7,0.0,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5
3.0,-6.0111915445304476E-12,1.8325565992918827E-6,-1.888904117868293E-6,1.8453624969888414E-7,0.0,-6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.75
4.0,-1.5006662579253316E-11,3.659332262607229E-6,-3.715679781656722E-6,1.845362492465988E-7,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0
5.0,-3.001332515850663E-11,6.104668039247727E-6,-6.161015559423108E-6,1.845362481702035E-7,0.0,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.25
6.0,-5.2509108172671404E-11,9.15122112184337E-6,-9.20756864421042E-6,1.8453624607487644E-7,0.0,-13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.5
7.0,-8.401457307627425E-11,1.2816334316761084E-5,-1.2872681842924755E-5,1.8453624244514362E-7,0.0,-15.750000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.750000000000002
8.0,-1.2600764875969617E-10,1.7088445752064606E-5,-1.7144793284242837E-5,1.8453623669449667E-7,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0
9.0,-1.8000889667746378E-10,2.1967555426951446E-5,-0.004109135552271263,-4.7380141622401124E-4,0.0,-20.25,0.0,9.332746216051509E-4,-3.015180894362859E-21,0.0,-3.015180894362859E-21,-0.0018967631698090293,0.0,0.0,0.0,9.332746216051509E-4,-20.25
10.0,-2.475104565746733E-10,2.745944427619791E-5,-6.368589206406428E-5,3.594484352569008E-6,0.0,-22.5,0.0,-6.7142059108284224E-6,-1.0730181118728531E-23,0.0,-1.0730181118728534E-23,-1.6785514777070583E-5,0.0,0.0,0.0,-6.7142059108284224E-6,-22.5
